SalesOrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountAmount,ShipDate,ShipMode,SalesPersonID,SalesAmount,Cost,Profit
1031,2022-03-28,34.0,67,9,762.81,0.0,2022-04-04,Standard,2,6865.289999999999,2873.5199999999995,3991.7699999999995
1032,2024-12-09,72.0,47,8,646.66,138.13,2024-12-12,Express,4,5035.15,,
1033,2023-03-13,16.0,39,0,858.23,55.41,2023-03-18,Standard,4,-55.41,,
1034,2023-08-27,27.0,57,1,1142.26,0.0,2023-09-01,Standard,1,1142.26,,
1035,2024-05-24,97.0,67,9,762.81,0.0,2024-05-31,Express,1,6865.289999999999,2873.5199999999995,3991.7699999999995
1036,2024-01-10,27.0,32,10,1651.29,0.0,2024-01-11,Express,1,16512.9,9497.8,7015.100000000002
1037,2024-06-12,90.0,10,6,839.41,0.0,2024-06-17,Standard,2,5036.46,,
1038,2023-01-31,13.0,41,2,1216.73,0.0,2023-02-03,Standard,5,2433.46,1496.98,936.48
1039,2024-05-01,32.0,43,6,1691.3,0.0,2024-05-05,Next Day,2,10147.8,6136.9800000000005,4010.819999999999
1040,2022-01-14,32.0,73,1,1533.38,214.98,2022-01-15,Express,1,1318.4,614.0,704.4000000000001
1041,2023-01-01,89.0,59,7,1601.92,0.0,2023-01-02,Standard,2,11213.44,,
1042,2022-12-23,9.0,24,9,1857.12,0.0,2022-12-26,Next Day,9,16714.079999999998,11143.800000000001,5570.279999999997
1043,2023-11-15,35.0,19,2,134.47,0.0,2023-11-16,Standard,4,268.94,159.76,109.18
1044,2024-02-08,14.0,8,9,707.67,0.0,2024-02-14,Standard,6,6369.03,4008.5099999999998,2360.52
1045,2024-02-13,23.0,11,9,1833.75,0.0,2024-02-20,Express,6,16503.75,10127.699999999999,6376.050000000001
1046,2024-08-12,59.0,67,10,762.81,0.0,2024-08-17,Express,10,7628.099999999999,3192.7999999999997,4435.299999999999
1047,2022-02-20,40.0,65,9,1526.89,0.0,2022-02-27,Standard,5,13742.01,7002.72,6739.29
1048,2022-10-13,17.0,25,7,1760.61,0.0,2022-10-20,Next Day,2,12324.269999999999,5496.96,6827.309999999999
1049,2023-08-01,13.0,9,7,380.54,0.0,2023-08-02,Next Day,9,2663.78,1741.95,921.8300000000002
1050,2023-06-30,95.0,70,1,1420.71,0.0,2023-07-04,Express,4,1420.71,696.07,724.64
1051,2023-01-24,17.0,1,4,410.02,0.0,2023-01-27,Next Day,10,1640.08,1032.0,608.0799999999999
1052,2022-08-15,75.0,61,3,1415.0,107.33,2022-08-18,Next Day,2,4137.67,2702.3999999999996,1435.2700000000004
1053,2024-09-28,7.0,36,5,774.22,0.0,2024-10-03,Next Day,9,3871.1000000000004,2560.75,1310.3500000000004
1054,2022-04-19,98.0,39,1,858.23,0.0,2022-04-22,Next Day,1,858.23,591.14,267.09000000000003
1055,2022-11-10,13.0,25,1,1760.61,0.0,2022-11-15,Standard,7,1760.61,785.28,975.3299999999999
1056,2022-10-31,30.0,77,-2,1694.12,258.85,2022-11-06,Express,10,-3647.0899999999997,-1888.92,-1758.1699999999996
1057,2022-11-23,31.0,27,1,1939.37,0.0,2022-11-24,Standard,10,1939.37,1185.96,753.4099999999999
1058,2024-11-02,65.0,49,9,84.39,0.0,2024-11-08,Standard,6,759.51,346.41,413.09999999999997
1059,2024-01-20,35.0,4,9,23.47,0.0,2024-01-24,Next Day,7,211.23,142.82999999999998,68.4
1060,2024-06-22,6.0,59,5,1601.92,0.0,2024-06-26,Standard,10,8009.6,,
1061,2023-01-10,40.0,22,2,0.0,0.0,2023-01-11,Standard,9,0.0,,
1062,2024-07-03,89.0,10,2,839.41,0.0,2024-07-07,Standard,5,1678.82,1164.68,514.1399999999999
1063,2024-03-06,79.0,16,8,944.6,0.0,2024-03-08,Next Day,4,7556.8,5160.16,2396.6400000000003
1064,2022-12-01,20.0,52,1,1692.0,11.83,2022-12-02,Standard,4,1680.17,775.22,904.95
1065,2022-07-23,12.0,69,6,206.61,0.0,2022-07-25,Next Day,10,1239.66,,
1066,2023-12-10,53.0,74,10,161.54,0.0,2023-12-14,Standard,3,1615.3999999999999,,
1067,2023-12-16,89.0,15,2,906.97,0.0,2023-12-21,Next Day,8,1813.94,874.18,939.7600000000001
1068,2022-02-26,63.0,32,9,1651.29,474.07,2022-03-02,Standard,5,14387.54,8548.02,5839.52
1069,2023-02-24,31.0,38,9,90.95,0.0,2023-03-02,Express,1,818.5500000000001,390.59999999999997,427.9500000000001
1070,2022-09-06,48.0,1,1,410.02,0.0,2022-09-07,Express,8,410.02,258.0,152.01999999999998
1071,2022-09-23,47.0,70,1,1420.71,0.0,2022-09-25,Standard,9,1420.71,696.07,724.64
1072,2024-03-21,87.0,68,8,1327.49,0.0,2024-03-26,Express,7,10619.92,6483.44,4136.4800000000005
1073,2022-09-10,33.0,53,10,1515.28,0.0,2022-09-11,Next Day,4,15152.8,7192.9,7959.9
1074,2023-12-06,45.0,39,19,858.23,0.0,2023-12-12,Express,7,16306.37,11231.66,5074.710000000001
1075,2023-02-01,15.0,74,4,161.54,0.0,2023-02-03,Next Day,5,646.16,395.88,250.27999999999997
1076,2024-09-21,50.0,57,4,1142.26,0.0,2024-09-28,Next Day,4,4569.04,2555.56,2013.48
1077,2024-10-26,31.0,67,11,762.81,0.0,2024-11-02,Next Day,8,8390.91,3512.08,4878.83
1078,2023-11-18,53.0,6,1,,58.09,2023-11-21,Express,8,,,
1079,2023-05-22,85.0,65,13,1526.89,0.0,2023-05-23,Next Day,8,19849.57,10115.04,9734.529999999999
1080,2023-04-06,46.0,2,19,1647.98,0.0,2023-04-08,Standard,2,31311.62,15491.460000000001,15820.159999999998
1081,2023-09-03,83.0,74,4,161.54,40.35,2023-09-05,Standard,5,605.81,395.88,209.92999999999995
1082,2022-07-05,25.0,39,3,858.23,204.33,2022-07-10,Next Day,8,2370.36,1773.42,596.94
1083,2023-04-01,,80,7,1343.3,0.0,2023-04-02,Standard,7,9403.1,6126.610000000001,3276.49
1084,2023-05-11,91.0,59,4,1601.92,0.0,2023-05-18,Express,7,6407.68,,
1085,2024-04-18,85.0,48,7,1381.56,0.0,2024-04-20,Next Day,7,9670.92,3918.25,5752.67
1086,2024-05-12,54.0,76,4,1291.59,0.0,2024-05-13,Next Day,7,5166.36,3341.36,1824.9999999999995
1087,2024-03-25,42.0,80,9,1343.3,0.0,2024-03-28,Next Day,1,12089.699999999999,,
1088,2024-12-10,11.0,11,7,1833.75,51.09,2024-12-17,Next Day,1,12785.16,7877.099999999999,4908.06
1089,2022-01-05,99.0,53,9,1515.28,91.04,2022-01-07,Express,2,13546.48,6473.61,7072.87
1090,2023-05-20,76.0,19,8,134.47,27.82,2023-05-25,Standard,3,1047.94,639.04,408.9000000000001
1091,2022-03-05,57.0,49,4,84.39,0.0,2022-03-08,Standard,4,337.56,153.96,183.6
1092,2023-06-26,19.0,23,10,407.41,0.0,2023-07-03,Next Day,6,4074.1000000000004,,
1093,2022-01-05,24.0,21,7,497.99,0.0,2022-01-06,Express,9,3485.9300000000003,1829.17,1656.7600000000002
1094,2022-05-16,34.0,51,5,1611.93,0.0,2022-05-21,Express,10,8059.650000000001,4248.25,3811.4000000000005
1095,2022-06-25,1.0,24,4,1857.12,0.0,2022-06-30,Standard,7,7428.48,4952.8,2475.6799999999994
1096,2022-07-13,4.0,48,4,1381.56,0.0,2022-07-14,Standard,10,5526.24,2239.0,3287.24
1097,2022-03-22,65.0,10,2,839.41,0.0,2022-03-25,Express,4,1678.82,1164.68,514.1399999999999
1098,2022-12-25,,51,-2,1611.93,8.5,2022-12-31,Standard,8,-3232.36,-1699.3,-1533.0600000000002
1099,2023-11-27,12.0,14,8,290.48,0.0,2023-12-01,Next Day,3,2323.84,1187.44,1136.4
1100,2023-05-19,14.0,18,3,522.64,0.0,2023-05-23,Standard,10,1567.92,888.75,679.1700000000001
1101,2023-02-19,11.0,54,2,1756.71,0.0,2023-02-25,Next Day,6,3513.42,1791.88,1721.54
1102,2024-12-02,94.0,56,7,,0.0,2024-12-08,Next Day,1,,,
1103,2024-01-22,41.0,38,7,90.95,0.0,2024-01-24,Express,4,636.65,303.8,332.84999999999997
1104,2023-11-12,2.0,41,1,1216.73,0.0,2023-11-15,Next Day,8,1216.73,748.49,468.24
1105,2024-10-05,50.0,3,8,1369.95,0.0,2024-10-10,Next Day,7,10959.6,6549.92,4409.68
1106,2023-11-29,91.0,20,7,323.05,0.0,2023-12-04,Next Day,2,2261.35,1434.93,826.4199999999998
1107,2022-09-11,9.0,20,8,323.05,0.0,2022-09-16,Express,1,2584.4,1639.92,944.48
1108,,17.0,24,5,1857.12,173.29,2023-02-07,Standard,9,9112.309999999998,6191.0,2921.3099999999977
1109,2023-07-26,34.0,14,3,290.48,19.48,2023-08-02,Express,4,851.96,445.29,406.67
1110,2023-07-28,94.0,35,9,459.91,0.0,2023-08-03,Standard,4,4139.1900000000005,2680.29,1458.9000000000005
1111,2024-11-29,38.0,62,2,1839.55,0.0,2024-12-03,Express,4,3679.1,1702.32,1976.78
1112,2022-08-02,97.0,10,9,839.41,0.0,2022-08-06,Standard,8,7554.69,5241.06,2313.629999999999
1113,2022-05-09,99.0,13,-2,66.43,0.0,2022-05-11,Standard,4,-132.86,-78.84,-54.02000000000001
1114,2022-04-28,79.0,27,9,1939.37,213.38,2022-04-29,Express,9,17240.949999999997,10673.64,6567.309999999998
1115,2023-08-12,47.0,74,4,161.54,0.0,2023-08-17,Standard,7,646.16,395.88,250.27999999999997
1116,2024-09-01,54.0,37,2,448.4,21.33,2024-09-03,Standard,7,875.4699999999999,555.36,320.1099999999999
1117,2022-12-09,90.0,18,6,522.64,0.0,2022-12-16,Next Day,2,3135.84,1777.5,1358.3400000000001
1118,2024-07-27,77.0,51,0,1611.93,0.0,2024-07-28,Next Day,8,0.0,0.0,0.0
1119,2022-10-22,19.0,10,6,839.41,0.0,2022-10-28,Standard,1,5036.46,3494.04,1542.42
1120,2024-11-03,82.0,43,9,1691.3,0.0,2024-11-06,Next Day,7,15221.699999999999,9205.470000000001,6016.229999999998
1121,2023-10-21,17.0,19,6,134.47,0.0,2023-10-27,Express,1,806.8199999999999,479.28,327.53999999999996
1122,2024-09-24,26.0,8,8,707.67,0.0,2024-09-25,Next Day,3,5661.36,3563.12,2098.24
1123,2024-01-17,96.0,13,4,66.43,0.0,2024-01-22,Standard,3,265.72,157.68,108.04000000000002
1124,2023-10-02,4.0,10,4,839.41,0.0,2023-10-07,Express,8,3357.64,2329.36,1028.2799999999997
1125,2022-09-15,76.0,20,-1,323.05,0.0,2022-09-22,Express,6,-323.05,-204.99,-118.06
1126,2022-04-04,14.0,9,7,380.54,0.0,2022-04-05,Express,6,2663.78,1741.95,921.8300000000002
1127,2023-01-17,1.0,40,1,1670.28,0.0,2023-01-23,Express,8,1670.28,923.6,746.68
1128,2024-07-13,59.0,57,2,1142.26,0.0,2024-07-18,Standard,2,2284.52,1277.78,1006.74
1129,2023-07-17,70.0,2,2,1647.98,0.0,2023-07-24,Standard,3,3295.96,1630.68,1665.28
1130,2024-02-23,31.0,70,10,1420.71,180.53,2024-02-29,Next Day,7,14026.57,,
1131,2024-07-01,,45,10,0.0,0.0,2024-07-04,Express,8,0.0,,
1132,2022-11-06,1.0,42,9,691.62,50.42,2022-11-12,Next Day,4,6174.16,2611.08,3563.08
1133,2024-11-22,82.0,12,3,368.57,55.47,2024-11-26,Express,7,1050.24,629.13,421.11
1134,2022-06-30,59.0,21,4,497.99,90.55,2022-07-03,Next Day,7,1901.41,1045.24,856.1700000000001
1135,2023-12-31,58.0,23,9,407.41,0.0,2024-01-04,Standard,2,3666.69,1626.93,2039.76
1136,2022-07-02,32.0,66,6,1384.98,0.0,2022-07-08,Express,6,8309.880000000001,3995.2200000000003,4314.660000000001
1137,2023-07-01,99.0,76,9,1291.59,0.0,2023-07-06,Standard,1,11624.31,7518.06,4106.249999999999
1138,2022-05-29,8.0,31,4,1772.96,0.0,2022-06-01,Express,10,7091.84,3148.16,3943.6800000000003
1139,2023-11-17,40.0,61,9,1415.0,0.0,2023-11-23,Standard,4,12735.0,8107.2,4627.8
1140,2022-11-10,24.0,40,8,1670.28,0.0,2022-11-15,Express,4,13362.24,7388.8,5973.44
1141,2022-10-05,28.0,49,2,84.39,0.0,2022-10-12,Standard,2,168.78,76.98,91.8
1142,2023-09-29,19.0,7,8,1291.23,0.0,2023-10-05,Express,8,10329.84,4264.72,6065.12
1143,2024-03-28,40.0,20,10,323.05,0.0,2024-03-31,Standard,2,3230.5,2049.9,1180.6
1144,2023-03-17,2.0,70,5,1420.71,100.91,2023-03-21,Next Day,2,7002.64,3480.3500000000004,3522.29
1145,2024-01-12,72.0,61,-5,1415.0,0.0,2024-01-19,Next Day,2,-7075.0,-4504.0,-2571.0
1146,2024-05-12,44.0,65,1,1526.89,0.0,2024-05-16,Express,6,1526.89,778.08,748.8100000000001
1147,2023-08-15,51.0,50,1,1263.4,0.0,2023-08-22,Next Day,2,1263.4,552.53,710.8700000000001
1148,2024-09-07,50.0,48,9,1381.56,0.0,2024-09-10,Express,10,12434.039999999999,5037.75,7396.289999999999
1149,2022-11-10,81.0,29,3,484.39,0.0,2022-11-11,Next Day,3,1453.17,763.74,689.4300000000001
1150,2022-12-11,87.0,25,5,1760.61,0.0,2022-12-18,Express,10,8803.05,3926.3999999999996,4876.65
1151,2023-05-29,68.0,24,1,1857.12,0.0,2023-05-30,Express,4,1857.12,1238.2,618.9199999999998
1152,2023-01-15,74.0,20,5,323.05,0.0,2023-01-21,Next Day,2,1615.25,1024.95,590.3
1153,2024-03-16,39.0,37,3,448.4,0.0,2024-03-17,Standard,4,1345.1999999999998,833.04,512.1599999999999
1154,2022-06-01,75.0,77,1,1694.12,0.0,2022-06-05,Standard,9,1694.12,944.46,749.6599999999999
1155,2024-05-22,40.0,2,1,1647.98,0.0,2024-05-29,Next Day,8,1647.98,815.34,832.64
1156,2023-09-05,13.0,12,6,368.57,0.0,2023-09-11,Next Day,8,2211.42,1258.26,953.1600000000001
1157,2024-01-24,49.0,22,9,0.0,0.0,2024-01-30,Standard,5,0.0,,
1158,2022-01-15,94.0,39,3,858.23,0.0,2022-01-20,Express,10,2574.69,1773.42,801.27
1159,2022-05-14,78.0,72,3,1432.35,232.21,2022-05-15,Next Day,8,4064.8399999999992,1791.66,2273.1799999999994
1160,2022-09-25,33.0,18,10,522.64,0.0,2022-09-26,Next Day,1,5226.4,2962.5,2263.8999999999996
1161,2024-05-24,71.0,11,8,1833.75,0.0,2024-05-27,Express,3,14670.0,9002.4,5667.6
1162,2022-09-08,5.0,17,7,738.68,0.0,2022-09-09,Express,10,5170.759999999999,,
1163,2023-06-09,14.0,64,5,172.22,0.0,2023-06-12,Next Day,3,861.1,573.2,287.9
1164,2023-12-22,76.0,22,7,0.0,0.0,2023-12-23,Next Day,8,0.0,,
1165,2023-12-06,89.0,79,8,841.16,0.0,2023-12-10,Express,1,6729.28,4030.96,2698.3199999999997
1166,2024-01-07,57.0,38,9,90.95,0.0,2024-01-12,Express,1,818.5500000000001,390.59999999999997,427.9500000000001
1167,2024-07-05,24.0,42,6,691.62,0.0,2024-07-09,Express,7,4149.72,1740.72,2409.0
1168,2022-06-01,54.0,24,5,1857.12,0.0,2022-06-07,Next Day,4,9285.599999999999,6191.0,3094.5999999999985
1169,2022-03-24,65.0,3,6,1369.95,0.0,2022-03-30,Express,6,8219.7,4912.4400000000005,3307.26
1170,2024-08-20,90.0,65,1,1526.89,0.0,2024-08-25,Next Day,7,1526.89,778.08,748.8100000000001
1171,2022-10-27,44.0,44,4,1704.87,342.57,2022-10-31,Standard,1,6476.91,2935.04,3541.87
1172,2023-01-08,21.0,10,6,839.41,0.0,2023-01-13,Next Day,6,5036.46,3494.04,1542.42
1173,2023-02-16,40.0,8,7,707.67,0.0,2023-02-22,Express,1,4953.69,,
1174,2023-05-18,28.0,25,8,1760.61,475.83,2023-05-19,Standard,4,13609.05,6282.24,7326.8099999999995
1175,2022-04-29,95.0,5,6,391.75,0.0,2022-05-05,Standard,3,2350.5,1179.48,1171.02
1176,2022-06-04,70.0,25,10,1760.61,0.0,2022-06-06,Next Day,5,17606.1,7852.799999999999,9753.3
1177,2023-08-08,32.0,53,4,1515.28,0.0,2023-08-10,Express,9,6061.12,2877.16,3183.96
1178,2024-10-06,77.0,35,6,459.91,0.0,2024-10-10,Standard,9,2759.46,1786.8600000000001,972.5999999999999
1179,2023-09-23,85.0,50,9,1263.4,0.0,2023-09-24,Standard,6,11370.6,4972.7699999999995,6397.830000000001
1180,2024-06-15,8.0,42,3,691.62,0.0,2024-06-18,Express,4,2074.86,870.36,1204.5
1181,2023-08-19,41.0,22,8,0.0,0.0,2023-08-23,Standard,6,0.0,,
1182,2023-09-29,38.0,40,10,1670.28,0.0,2023-10-03,Standard,7,16702.8,,
1183,2023-02-14,46.0,64,10,172.22,0.0,2023-02-19,Standard,8,1722.2,1146.4,575.8
1184,2023-12-12,17.0,61,5,1415.0,0.0,2023-12-14,Standard,6,7075.0,4504.0,2571.0
1185,2023-05-25,19.0,60,4,633.47,0.0,2023-05-28,Next Day,7,2533.88,1501.12,1032.7600000000002
1186,2022-08-11,60.0,70,4,1420.71,0.0,2022-08-17,Express,8,5682.84,2784.28,2898.56
1187,2023-10-16,54.0,29,7,484.39,73.26,2023-10-18,Standard,4,3317.47,1782.0600000000002,1535.4099999999996
1188,2023-04-09,28.0,41,9,1216.73,72.82,2023-04-13,Express,7,10877.75,6736.41,4141.34
1189,2023-01-19,88.0,23,5,407.41,0.0,2023-01-21,Standard,8,2037.0500000000002,903.85,1133.2000000000003
1190,2022-07-31,93.0,4,5,23.47,0.0,2022-08-05,Next Day,10,117.35,79.35,38.0
1191,2024-04-27,,71,1,531.92,0.0,2024-05-01,Express,7,531.92,327.27,204.64999999999998
1192,2023-03-01,17.0,34,4,1661.94,0.0,2023-03-08,Standard,5,6647.76,3818.24,2829.5200000000004
1193,2022-04-02,62.0,6,10,372.62,29.91,2022-04-04,Standard,3,3696.29,2138.2,1558.0900000000001
1194,2022-05-14,72.0,2,6,1647.98,250.58,2022-05-20,Next Day,10,9637.300000000001,4892.04,4745.260000000001
1195,,69.0,33,1,462.72,0.0,2023-01-24,Standard,7,462.72,284.24,178.48000000000002
1196,2023-07-08,80.0,46,10,1254.87,0.0,2023-07-15,Standard,1,12548.699999999999,6205.599999999999,6343.099999999999
1197,2023-03-09,9.0,49,8,84.39,0.0,2023-03-10,Standard,5,675.12,307.92,367.2
1198,2023-07-20,55.0,51,4,1611.93,0.0,2023-07-21,Express,1,6447.72,3398.6,3049.1200000000003
1199,2023-08-30,89.0,13,7,66.43,0.0,2023-09-02,Express,8,465.01000000000005,275.94,189.07000000000005
1200,2023-04-02,63.0,35,3,459.91,0.0,2023-04-09,Standard,10,1379.73,893.4300000000001,486.29999999999995
1201,2022-08-28,63.0,23,8,407.41,22.16,2022-09-04,Standard,7,3237.1200000000003,1446.16,1790.9600000000003
1202,2022-02-06,49.0,39,7,858.23,122.32,2022-02-07,Next Day,6,5885.290000000001,4137.98,1747.3100000000013
1203,2022-12-05,66.0,54,3,1756.71,0.0,2022-12-11,Express,1,5270.13,2687.82,2582.31
1204,2022-03-14,96.0,7,1,1291.23,0.0,2022-03-20,Next Day,8,1291.23,533.09,758.14
1205,2022-11-16,48.0,47,2,646.66,0.0,2022-11-21,Standard,2,1293.32,543.36,749.9599999999999
1206,2023-03-10,55.0,4,3,23.47,0.0,2023-03-17,Next Day,1,70.41,47.61,22.799999999999997
1207,2024-08-13,66.0,66,5,1384.98,0.0,2024-08-14,Next Day,6,6924.9,3329.35,3595.5499999999997
1208,,86.0,71,10,531.92,0.0,2023-03-22,Standard,10,5319.2,3272.7,2046.5
1209,2023-11-29,32.0,1,9,410.02,0.0,2023-12-01,Next Day,8,3690.18,2322.0,1368.1799999999998
1210,2022-06-07,99.0,29,1,484.39,0.0,2022-06-12,Express,3,484.39,254.58,229.80999999999997
1211,2023-05-23,31.0,24,1,1857.12,0.0,2023-05-29,Standard,10,1857.12,1238.2,618.9199999999998
1212,2022-01-14,72.0,69,2,206.61,0.0,2022-01-19,Express,6,413.22,261.0,152.22000000000003
1213,2022-08-05,70.0,53,8,1515.28,0.0,2022-08-09,Standard,8,12122.24,5754.32,6367.92
1214,2022-04-12,21.0,6,7,372.62,66.26,2022-04-15,Next Day,6,2542.08,1496.74,1045.34
1215,2024-06-04,63.0,74,3,161.54,0.0,2024-06-09,Express,8,484.62,296.90999999999997,187.71000000000004
1216,2022-12-25,25.0,9,6,380.54,0.0,2022-12-29,Express,2,2283.2400000000002,1493.1,790.1400000000003
1217,2024-07-31,67.0,25,3,1760.61,473.04,2024-08-04,Express,4,4808.79,2355.84,2452.95
1218,2024-02-26,57.0,9,6,380.54,0.0,2024-03-04,Express,7,2283.2400000000002,1493.1,790.1400000000003
1219,2022-07-19,57.0,14,19,290.48,0.0,2022-07-21,Express,9,5519.120000000001,2820.17,2698.9500000000007
1220,2022-03-15,22.0,10,9,839.41,0.0,2022-03-22,Standard,6,7554.69,5241.06,2313.629999999999
1221,2022-09-30,87.0,9,4,380.54,0.0,2022-10-03,Express,8,1522.16,995.4,526.7600000000001
1222,2023-11-25,52.0,5,6,391.75,0.0,2023-11-29,Standard,2,2350.5,1179.48,1171.02
1223,2022-12-21,88.0,60,3,633.47,0.0,2022-12-22,Standard,8,1900.41,1125.84,774.5700000000002
1224,2022-06-11,98.0,41,1,1216.73,0.0,2022-06-13,Standard,2,1216.73,748.49,468.24
1225,2023-11-13,16.0,73,2,1533.38,0.0,2023-11-20,Standard,10,3066.76,1228.0,1838.7600000000002
1226,2024-02-29,98.0,25,3,1760.61,0.0,2024-03-04,Standard,5,5281.83,2355.84,2925.99
1227,2024-03-01,65.0,47,-2,646.66,0.0,2024-03-08,Next Day,4,-1293.32,-543.36,-749.9599999999999
1228,2022-06-07,7.0,56,9,175.1,0.0,2022-06-14,Standard,3,1575.8999999999999,1004.3100000000001,571.5899999999998
1229,2022-04-17,26.0,16,4,944.6,0.0,2022-04-21,Express,4,3778.4,2580.08,1198.3200000000002
1230,2022-03-30,48.0,71,6,531.92,14.28,2022-04-01,Next Day,4,3177.2399999999993,1963.62,1213.6199999999994
1231,2023-09-13,82.0,45,8,0.0,0.0,2023-09-16,Standard,5,0.0,,
1232,2022-01-16,53.0,34,9,1661.94,0.0,2022-01-20,Standard,9,14957.460000000001,8591.039999999999,6366.420000000002
1233,2023-08-29,7.0,4,7,23.47,0.0,2023-09-02,Next Day,4,164.29,111.08999999999999,53.2
1234,2022-12-15,86.0,71,2,531.92,0.0,2022-12-16,Express,8,1063.84,,
1235,2022-11-08,98.0,38,4,90.95,24.34,2022-11-09,Express,4,339.46000000000004,173.6,165.86000000000004
1236,2022-08-09,41.0,70,7,1420.71,0.0,2022-08-12,Express,8,9944.970000000001,4872.490000000001,5072.4800000000005
1237,2024-09-02,19.0,32,5,1651.29,0.0,2024-09-05,Next Day,5,8256.45,4748.9,3507.550000000001
1238,2022-07-26,10.0,7,3,1291.23,0.0,2022-08-02,Next Day,7,3873.69,1599.27,2274.42
1239,2024-12-10,42.0,60,18,633.47,0.0,2024-12-12,Next Day,2,11402.460000000001,6755.039999999999,4647.420000000002
1240,2022-06-25,86.0,25,4,1760.61,0.0,2022-07-01,Next Day,1,7042.44,3141.12,3901.3199999999997
1241,2022-01-26,21.0,12,1,368.57,52.86,2022-01-31,Standard,7,315.71,209.71,105.99999999999997
1242,2022-10-23,99.0,38,7,90.95,6.47,2022-10-28,Express,7,630.18,303.8,326.37999999999994
1243,2023-06-15,2.0,3,8,1369.95,0.0,2023-06-18,Next Day,6,10959.6,6549.92,4409.68
1244,2022-03-12,4.0,50,7,1263.4,122.89,2022-03-16,Standard,2,8720.910000000002,3867.71,4853.200000000002
1245,2024-01-04,33.0,40,4,1670.28,0.0,2024-01-11,Next Day,7,6681.12,3694.4,2986.72
1246,2023-10-16,47.0,14,10,290.48,64.24,2023-10-21,Next Day,6,2840.5600000000004,1484.3000000000002,1356.2600000000002
1247,2023-08-30,15.0,2,1,1647.98,0.0,2023-08-31,Standard,4,1647.98,815.34,832.64
