DateKey,Date,Year,Quarter,Month,MonthName,WeekDay,WeekDayName,IsWeekend,IsHoliday,FiscalYear,FiscalQuarter
20220212,2022-02-12,2022,1,2,February,6,Saturday,1,0,2022,1
20220213,2022-02-13,2022,1,2,February,7,Sunday,1,0,2022,1
20220214,2022-02-14,2022,1,2,February,1,Monday,0,0,2022,1
20220215,2022-02-15,2022,1,2,February,2,Tuesday,0,0,2022,1
20220216,2022-02-16,2022,1,2,February,3,Wednesday,0,0,2022,1
20220217,2022-02-17,2022,1,2,February,4,Thursday,0,0,2022,1
20220218,2022-02-18,2022,1,2,February,5,Friday,0,0,2022,1
20220219,2022-02-19,2022,1,2,February,6,Saturday,1,0,2022,1
20220220,2022-02-20,2022,1,2,February,7,Sunday,1,0,2022,1
20220221,2022-02-21,2022,1,2,February,1,Monday,0,0,2022,1
20220222,2022-02-22,2022,1,2,February,2,Tuesday,0,0,2022,1
20220223,2022-02-23,2022,1,2,February,3,Wednesday,0,0,2022,1
20220224,2022-02-24,2022,1,2,February,4,Thursday,0,0,2022,1
20220225,2022-02-25,2022,1,2,February,5,Friday,0,0,2022,1
20220226,2022-02-26,2022,1,2,February,6,Saturday,1,0,2022,1
20220227,2022-02-27,2022,1,2,February,7,Sunday,1,0,2022,1
20220228,2022-02-28,2022,1,2,February,1,Monday,0,0,2022,1
20220301,2022-03-01,2022,1,3,March,2,Tuesday,0,0,2022,1
20220302,2022-03-02,2022,1,3,March,3,Wednesday,0,0,2022,1
20220303,2022-03-03,2022,1,3,March,4,Thursday,0,0,2022,1
20220304,2022-03-04,2022,1,3,March,5,Friday,0,0,2022,1
20220305,2022-03-05,2022,1,3,March,6,Saturday,1,0,2022,1
20220306,2022-03-06,2022,1,3,March,7,Sunday,1,0,2022,1
20220307,2022-03-07,2022,1,3,March,1,Monday,0,0,2022,1
20220308,2022-03-08,2022,1,3,March,2,Tuesday,0,0,2022,1
20220309,2022-03-09,2022,1,3,March,3,Wednesday,0,0,2022,1
20220310,2022-03-10,2022,1,3,March,4,Thursday,0,0,2022,1
20220311,2022-03-11,2022,1,3,March,5,Friday,0,0,2022,1
20220312,2022-03-12,2022,1,3,March,6,Saturday,1,0,2022,1
20220313,2022-03-13,2022,1,3,March,7,Sunday,1,0,2022,1
20220314,2022-03-14,2022,1,3,March,1,Monday,0,0,2022,1
20220315,2022-03-15,2022,1,3,March,2,Tuesday,0,0,2022,1
20220316,2022-03-16,2022,1,3,March,3,Wednesday,0,0,2022,1
20220317,2022-03-17,2022,1,3,March,4,Thursday,0,0,2022,1
20220318,2022-03-18,2022,1,3,March,5,Friday,0,0,2022,1
20220319,2022-03-19,2022,1,3,March,6,Saturday,1,0,2022,1
20220320,2022-03-20,2022,1,3,March,7,Sunday,1,0,2022,1
20220321,2022-03-21,2022,1,3,March,1,Monday,0,0,2022,1
20220322,2022-03-22,2022,1,3,March,2,Tuesday,0,0,2022,1
20220323,2022-03-23,2022,1,3,March,3,Wednesday,0,0,2022,1
20220324,2022-03-24,2022,1,3,March,4,Thursday,0,0,2022,1
20220325,2022-03-25,2022,1,3,March,5,Friday,0,0,2022,1
20220326,2022-03-26,2022,1,3,March,6,Saturday,1,0,2022,1
20220327,2022-03-27,2022,1,3,March,7,Sunday,1,0,2022,1
20220328,2022-03-28,2022,1,3,March,1,Monday,0,0,2022,1
20220329,2022-03-29,2022,1,3,March,2,Tuesday,0,0,2022,1
20220330,2022-03-30,2022,1,3,March,3,Wednesday,0,0,2022,1
20220331,2022-03-31,2022,1,3,March,4,Thursday,0,0,2022,1
20220401,2022-04-01,2022,2,4,April,5,Friday,0,0,2022,2
20220402,2022-04-02,2022,2,4,April,6,Saturday,1,0,2022,2
20220403,2022-04-03,2022,2,4,April,7,Sunday,1,0,2022,2
20220404,2022-04-04,2022,2,4,April,1,Monday,0,0,2022,2
20220405,2022-04-05,2022,2,4,April,2,Tuesday,0,0,2022,2
20220406,2022-04-06,2022,2,4,April,3,Wednesday,0,0,2022,2
20220407,2022-04-07,2022,2,4,April,4,Thursday,0,0,2022,2
20220408,2022-04-08,2022,2,4,April,5,Friday,0,0,2022,2
20220409,2022-04-09,2022,2,4,April,6,Saturday,1,0,2022,2
20220410,2022-04-10,2022,2,4,April,7,Sunday,1,0,2022,2
20220411,2022-04-11,2022,2,4,April,1,Monday,0,0,2022,2
20220412,2022-04-12,2022,2,4,April,2,Tuesday,0,0,2022,2
20220413,2022-04-13,2022,2,4,April,3,Wednesday,0,0,2022,2
20220414,2022-04-14,2022,2,4,April,4,Thursday,0,0,2022,2
20220415,2022-04-15,2022,2,4,April,5,Friday,0,0,2022,2
20220416,2022-04-16,2022,2,4,April,6,Saturday,1,0,2022,2
20220417,2022-04-17,2022,2,4,April,7,Sunday,1,0,2022,2
20220418,2022-04-18,2022,2,4,April,1,Monday,0,0,2022,2
20220419,2022-04-19,2022,2,4,April,2,Tuesday,0,0,2022,2
20220420,2022-04-20,2022,2,4,April,3,Wednesday,0,0,2022,2
20220421,2022-04-21,2022,2,4,April,4,Thursday,0,0,2022,2
20220422,2022-04-22,2022,2,4,April,5,Friday,0,0,2022,2
20220423,2022-04-23,2022,2,4,April,6,Saturday,1,0,2022,2
20220424,2022-04-24,2022,2,4,April,7,Sunday,1,0,2022,2
20220425,2022-04-25,2022,2,4,April,1,Monday,0,0,2022,2
20220426,2022-04-26,2022,2,4,April,2,Tuesday,0,0,2022,2
20220427,2022-04-27,2022,2,4,April,3,Wednesday,0,0,2022,2
20220428,2022-04-28,2022,2,4,April,4,Thursday,0,0,2022,2
20220429,2022-04-29,2022,2,4,April,5,Friday,0,0,2022,2
20220430,2022-04-30,2022,2,4,April,6,Saturday,1,0,2022,2
20220501,2022-05-01,2022,2,5,May,7,Sunday,1,0,2022,2
20220502,2022-05-02,2022,2,5,May,1,Monday,0,0,2022,2
20220503,2022-05-03,2022,2,5,May,2,Tuesday,0,0,2022,2
20220504,2022-05-04,2022,2,5,May,3,Wednesday,0,0,2022,2
20220505,2022-05-05,2022,2,5,May,4,Thursday,0,0,2022,2
20220506,2022-05-06,2022,2,5,May,5,Friday,0,0,2022,2
20220507,2022-05-07,2022,2,5,May,6,Saturday,1,0,2022,2
20220508,2022-05-08,2022,2,5,May,7,Sunday,1,0,2022,2
20220509,2022-05-09,2022,2,5,May,1,Monday,0,0,2022,2
20220510,2022-05-10,2022,2,5,May,2,Tuesday,0,0,2022,2
20220511,2022-05-11,2022,2,5,May,3,Wednesday,0,0,2022,2
20220512,2022-05-12,2022,2,5,May,4,Thursday,0,0,2022,2
20220513,2022-05-13,2022,2,5,May,5,Friday,0,0,2022,2
20220514,2022-05-14,2022,2,5,May,6,Saturday,1,0,2022,2
20220515,2022-05-15,2022,2,5,May,7,Sunday,1,0,2022,2
20220516,2022-05-16,2022,2,5,May,1,Monday,0,0,2022,2
20220517,2022-05-17,2022,2,5,May,2,Tuesday,0,0,2022,2
20220518,2022-05-18,2022,2,5,May,3,Wednesday,0,0,2022,2
20220519,2022-05-19,2022,2,5,May,4,Thursday,0,0,2022,2
20220520,2022-05-20,2022,2,5,May,5,Friday,0,0,2022,2
20220521,2022-05-21,2022,2,5,May,6,Saturday,1,0,2022,2
20220522,2022-05-22,2022,2,5,May,7,Sunday,1,0,2022,2
20220523,2022-05-23,2022,2,5,May,1,Monday,0,0,2022,2
20220524,2022-05-24,2022,2,5,May,2,Tuesday,0,0,2022,2
20220525,2022-05-25,2022,2,5,May,3,Wednesday,0,0,2022,2
20220526,2022-05-26,2022,2,5,May,4,Thursday,0,0,2022,2
20220527,2022-05-27,2022,2,5,May,5,Friday,0,0,2022,2
20220528,2022-05-28,2022,2,5,May,6,Saturday,1,0,2022,2
20220529,2022-05-29,2022,2,5,May,7,Sunday,1,0,2022,2
20220530,2022-05-30,2022,2,5,May,1,Monday,0,0,2022,2
20220531,2022-05-31,2022,2,5,May,2,Tuesday,0,0,2022,2
20220601,2022-06-01,2022,2,6,June,3,Wednesday,0,0,2022,2
20220602,2022-06-02,2022,2,6,June,4,Thursday,0,0,2022,2
20220603,2022-06-03,2022,2,6,June,5,Friday,0,0,2022,2
20220604,2022-06-04,2022,2,6,June,6,Saturday,1,0,2022,2
20220605,2022-06-05,2022,2,6,June,7,Sunday,1,0,2022,2
20220606,2022-06-06,2022,2,6,June,1,Monday,0,0,2022,2
20220607,2022-06-07,2022,2,6,June,2,Tuesday,0,0,2022,2
20220608,2022-06-08,2022,2,6,June,3,Wednesday,0,0,2022,2
20220609,2022-06-09,2022,2,6,June,4,Thursday,0,0,2022,2
20220610,2022-06-10,2022,2,6,June,5,Friday,0,0,2022,2
20220611,2022-06-11,2022,2,6,June,6,Saturday,1,0,2022,2
20220612,2022-06-12,2022,2,6,June,7,Sunday,1,0,2022,2
20220613,2022-06-13,2022,2,6,June,1,Monday,0,0,2022,2
20220614,2022-06-14,2022,2,6,June,2,Tuesday,0,0,2022,2
20220615,2022-06-15,2022,2,6,June,3,Wednesday,0,0,2022,2
20220616,2022-06-16,2022,2,6,June,4,Thursday,0,0,2022,2
20220617,2022-06-17,2022,2,6,June,5,Friday,0,0,2022,2
20220618,2022-06-18,2022,2,6,June,6,Saturday,1,0,2022,2
20220619,2022-06-19,2022,2,6,June,7,Sunday,1,0,2022,2
20220620,2022-06-20,2022,2,6,June,1,Monday,0,0,2022,2
20220621,2022-06-21,2022,2,6,June,2,Tuesday,0,0,2022,2
20220622,2022-06-22,2022,2,6,June,3,Wednesday,0,0,2022,2
20220623,2022-06-23,2022,2,6,June,4,Thursday,0,0,2022,2
20220624,2022-06-24,2022,2,6,June,5,Friday,0,0,2022,2
20220625,2022-06-25,2022,2,6,June,6,Saturday,1,0,2022,2
20220626,2022-06-26,2022,2,6,June,7,Sunday,1,0,2022,2
20220627,2022-06-27,2022,2,6,June,1,Monday,0,0,2022,2
20220628,2022-06-28,2022,2,6,June,2,Tuesday,0,0,2022,2
20220629,2022-06-29,2022,2,6,June,3,Wednesday,0,0,2022,2
20220630,2022-06-30,2022,2,6,June,4,Thursday,0,0,2022,2
20220701,2022-07-01,2022,3,7,July,5,Friday,0,0,2023,3
20220702,2022-07-02,2022,3,7,July,6,Saturday,1,0,2023,3
20220703,2022-07-03,2022,3,7,July,7,Sunday,1,0,2023,3
20220704,2022-07-04,2022,3,7,July,1,Monday,0,0,2023,3
20220705,2022-07-05,2022,3,7,July,2,Tuesday,0,0,2023,3
20220706,2022-07-06,2022,3,7,July,3,Wednesday,0,0,2023,3
20220707,2022-07-07,2022,3,7,July,4,Thursday,0,0,2023,3
20220708,2022-07-08,2022,3,7,July,5,Friday,0,0,2023,3
20220709,2022-07-09,2022,3,7,July,6,Saturday,1,0,2023,3
20220710,2022-07-10,2022,3,7,July,7,Sunday,1,0,2023,3
20220711,2022-07-11,2022,3,7,July,1,Monday,0,0,2023,3
20220712,2022-07-12,2022,3,7,July,2,Tuesday,0,0,2023,3
20220713,2022-07-13,2022,3,7,July,3,Wednesday,0,0,2023,3
20220714,2022-07-14,2022,3,7,July,4,Thursday,0,0,2023,3
20220715,2022-07-15,2022,3,7,July,5,Friday,0,0,2023,3
20220716,2022-07-16,2022,3,7,July,6,Saturday,1,0,2023,3
20220717,2022-07-17,2022,3,7,July,7,Sunday,1,0,2023,3
20220718,2022-07-18,2022,3,7,July,1,Monday,0,0,2023,3
20220719,2022-07-19,2022,3,7,July,2,Tuesday,0,0,2023,3
20220720,2022-07-20,2022,3,7,July,3,Wednesday,0,0,2023,3
20220721,2022-07-21,2022,3,7,July,4,Thursday,0,0,2023,3
20220722,2022-07-22,2022,3,7,July,5,Friday,0,0,2023,3
20220723,2022-07-23,2022,3,7,July,6,Saturday,1,0,2023,3
20220724,2022-07-24,2022,3,7,July,7,Sunday,1,0,2023,3
20220725,2022-07-25,2022,3,7,July,1,Monday,0,0,2023,3
20220726,2022-07-26,2022,3,7,July,2,Tuesday,0,0,2023,3
20220727,2022-07-27,2022,3,7,July,3,Wednesday,0,0,2023,3
20220728,2022-07-28,2022,3,7,July,4,Thursday,0,0,2023,3
20220729,2022-07-29,2022,3,7,July,5,Friday,0,0,2023,3
20220730,2022-07-30,2022,3,7,July,6,Saturday,1,0,2023,3
20220731,2022-07-31,2022,3,7,July,7,Sunday,1,0,2023,3
20220801,2022-08-01,2022,3,8,August,1,Monday,0,0,2023,3
20220802,2022-08-02,2022,3,8,August,2,Tuesday,0,0,2023,3
20220803,2022-08-03,2022,3,8,August,3,Wednesday,0,0,2023,3
20220804,2022-08-04,2022,3,8,August,4,Thursday,0,0,2023,3
20220805,2022-08-05,2022,3,8,August,5,Friday,0,0,2023,3
20220806,2022-08-06,2022,3,8,August,6,Saturday,1,0,2023,3
20220807,2022-08-07,2022,3,8,August,7,Sunday,1,0,2023,3
20220808,2022-08-08,2022,3,8,August,1,Monday,0,0,2023,3
20220809,2022-08-09,2022,3,8,August,2,Tuesday,0,0,2023,3
20220810,2022-08-10,2022,3,8,August,3,Wednesday,0,0,2023,3
20220811,2022-08-11,2022,3,8,August,4,Thursday,0,0,2023,3
20220812,2022-08-12,2022,3,8,August,5,Friday,0,0,2023,3
20220813,2022-08-13,2022,3,8,August,6,Saturday,1,0,2023,3
20220814,2022-08-14,2022,3,8,August,7,Sunday,1,0,2023,3
20220815,2022-08-15,2022,3,8,August,1,Monday,0,0,2023,3
20220816,2022-08-16,2022,3,8,August,2,Tuesday,0,0,2023,3
20220817,2022-08-17,2022,3,8,August,3,Wednesday,0,0,2023,3
20220818,2022-08-18,2022,3,8,August,4,Thursday,0,0,2023,3
20220819,2022-08-19,2022,3,8,August,5,Friday,0,0,2023,3
20220820,2022-08-20,2022,3,8,August,6,Saturday,1,0,2023,3
20220821,2022-08-21,2022,3,8,August,7,Sunday,1,0,2023,3
20220822,2022-08-22,2022,3,8,August,1,Monday,0,0,2023,3
20220823,2022-08-23,2022,3,8,August,2,Tuesday,0,0,2023,3
20220824,2022-08-24,2022,3,8,August,3,Wednesday,0,0,2023,3
20220825,2022-08-25,2022,3,8,August,4,Thursday,0,0,2023,3
20220826,2022-08-26,2022,3,8,August,5,Friday,0,0,2023,3
20220827,2022-08-27,2022,3,8,August,6,Saturday,1,0,2023,3
20220828,2022-08-28,2022,3,8,August,7,Sunday,1,0,2023,3
20220829,2022-08-29,2022,3,8,August,1,Monday,0,0,2023,3
20220830,2022-08-30,2022,3,8,August,2,Tuesday,0,0,2023,3
20220831,2022-08-31,2022,3,8,August,3,Wednesday,0,0,2023,3
20220901,2022-09-01,2022,3,9,September,4,Thursday,0,0,2023,3
20220902,2022-09-02,2022,3,9,September,5,Friday,0,0,2023,3
20220903,2022-09-03,2022,3,9,September,6,Saturday,1,0,2023,3
20220904,2022-09-04,2022,3,9,September,7,Sunday,1,0,2023,3
20220905,2022-09-05,2022,3,9,September,1,Monday,0,0,2023,3
20220906,2022-09-06,2022,3,9,September,2,Tuesday,0,0,2023,3
20220907,2022-09-07,2022,3,9,September,3,Wednesday,0,0,2023,3
20220908,2022-09-08,2022,3,9,September,4,Thursday,0,0,2023,3
20220909,2022-09-09,2022,3,9,September,5,Friday,0,0,2023,3
20220910,2022-09-10,2022,3,9,September,6,Saturday,1,0,2023,3
20220911,2022-09-11,2022,3,9,September,7,Sunday,1,0,2023,3
20220912,2022-09-12,2022,3,9,September,1,Monday,0,0,2023,3
20220913,2022-09-13,2022,3,9,September,2,Tuesday,0,0,2023,3
20220914,2022-09-14,2022,3,9,September,3,Wednesday,0,0,2023,3
20220915,2022-09-15,2022,3,9,September,4,Thursday,0,0,2023,3
20220916,2022-09-16,2022,3,9,September,5,Friday,0,0,2023,3
20220917,2022-09-17,2022,3,9,September,6,Saturday,1,0,2023,3
20220918,2022-09-18,2022,3,9,September,7,Sunday,1,0,2023,3
20220919,2022-09-19,2022,3,9,September,1,Monday,0,0,2023,3
20220920,2022-09-20,2022,3,9,September,2,Tuesday,0,0,2023,3
20220921,2022-09-21,2022,3,9,September,3,Wednesday,0,0,2023,3
20220922,2022-09-22,2022,3,9,September,4,Thursday,0,0,2023,3
20220923,2022-09-23,2022,3,9,September,5,Friday,0,0,2023,3
20220924,2022-09-24,2022,3,9,September,6,Saturday,1,0,2023,3
20220925,2022-09-25,2022,3,9,September,7,Sunday,1,0,2023,3
20220926,2022-09-26,2022,3,9,September,1,Monday,0,0,2023,3
20220927,2022-09-27,2022,3,9,September,2,Tuesday,0,0,2023,3
20220928,2022-09-28,2022,3,9,September,3,Wednesday,0,0,2023,3
20220929,2022-09-29,2022,3,9,September,4,Thursday,0,0,2023,3
20220930,2022-09-30,2022,3,9,September,5,Friday,0,0,2023,3
20221001,2022-10-01,2022,4,10,October,6,Saturday,1,0,2023,4
20221002,2022-10-02,2022,4,10,October,7,Sunday,1,0,2023,4
20221003,2022-10-03,2022,4,10,October,1,Monday,0,0,2023,4
20221004,2022-10-04,2022,4,10,October,2,Tuesday,0,0,2023,4
20221005,2022-10-05,2022,4,10,October,3,Wednesday,0,0,2023,4
20221006,2022-10-06,2022,4,10,October,4,Thursday,0,0,2023,4
20221007,2022-10-07,2022,4,10,October,5,Friday,0,0,2023,4
20221008,2022-10-08,2022,4,10,October,6,Saturday,1,0,2023,4
20221009,2022-10-09,2022,4,10,October,7,Sunday,1,0,2023,4
20221010,2022-10-10,2022,4,10,October,1,Monday,0,0,2023,4
20221011,2022-10-11,2022,4,10,October,2,Tuesday,0,0,2023,4
20221012,2022-10-12,2022,4,10,October,3,Wednesday,0,0,2023,4
20221013,2022-10-13,2022,4,10,October,4,Thursday,0,0,2023,4
20221014,2022-10-14,2022,4,10,October,5,Friday,0,0,2023,4
20221015,2022-10-15,2022,4,10,October,6,Saturday,1,0,2023,4
20221016,2022-10-16,2022,4,10,October,7,Sunday,1,0,2023,4
20221017,2022-10-17,2022,4,10,October,1,Monday,0,0,2023,4
20221018,2022-10-18,2022,4,10,October,2,Tuesday,0,0,2023,4
20221019,2022-10-19,2022,4,10,October,3,Wednesday,0,0,2023,4
20221020,2022-10-20,2022,4,10,October,4,Thursday,0,0,2023,4
20221021,2022-10-21,2022,4,10,October,5,Friday,0,0,2023,4
20221022,2022-10-22,2022,4,10,October,6,Saturday,1,0,2023,4
20221023,2022-10-23,2022,4,10,October,7,Sunday,1,0,2023,4
20221024,2022-10-24,2022,4,10,October,1,Monday,0,0,2023,4
20221025,2022-10-25,2022,4,10,October,2,Tuesday,0,0,2023,4
20221026,2022-10-26,2022,4,10,October,3,Wednesday,0,0,2023,4
20221027,2022-10-27,2022,4,10,October,4,Thursday,0,0,2023,4
20221028,2022-10-28,2022,4,10,October,5,Friday,0,0,2023,4
20221029,2022-10-29,2022,4,10,October,6,Saturday,1,0,2023,4
20221030,2022-10-30,2022,4,10,October,7,Sunday,1,0,2023,4
20221031,2022-10-31,2022,4,10,October,1,Monday,0,0,2023,4
20221101,2022-11-01,2022,4,11,November,2,Tuesday,0,0,2023,4
20221102,2022-11-02,2022,4,11,November,3,Wednesday,0,0,2023,4
20221103,2022-11-03,2022,4,11,November,4,Thursday,0,0,2023,4
20221104,2022-11-04,2022,4,11,November,5,Friday,0,0,2023,4
20221105,2022-11-05,2022,4,11,November,6,Saturday,1,0,2023,4
20221106,2022-11-06,2022,4,11,November,7,Sunday,1,0,2023,4
20221107,2022-11-07,2022,4,11,November,1,Monday,0,0,2023,4
20221108,2022-11-08,2022,4,11,November,2,Tuesday,0,0,2023,4
20221109,2022-11-09,2022,4,11,November,3,Wednesday,0,0,2023,4
20221110,2022-11-10,2022,4,11,November,4,Thursday,0,0,2023,4
20221111,2022-11-11,2022,4,11,November,5,Friday,0,0,2023,4
20221112,2022-11-12,2022,4,11,November,6,Saturday,1,0,2023,4
20221113,2022-11-13,2022,4,11,November,7,Sunday,1,0,2023,4
20221114,2022-11-14,2022,4,11,November,1,Monday,0,0,2023,4
20221115,2022-11-15,2022,4,11,November,2,Tuesday,0,0,2023,4
20221116,2022-11-16,2022,4,11,November,3,Wednesday,0,0,2023,4
20221117,2022-11-17,2022,4,11,November,4,Thursday,0,0,2023,4
20221118,2022-11-18,2022,4,11,November,5,Friday,0,0,2023,4
20221119,2022-11-19,2022,4,11,November,6,Saturday,1,0,2023,4
20221120,2022-11-20,2022,4,11,November,7,Sunday,1,0,2023,4
20221121,2022-11-21,2022,4,11,November,1,Monday,0,0,2023,4
20221122,2022-11-22,2022,4,11,November,2,Tuesday,0,0,2023,4
20221123,2022-11-23,2022,4,11,November,3,Wednesday,0,0,2023,4
20221124,2022-11-24,2022,4,11,November,4,Thursday,0,0,2023,4
20221125,2022-11-25,2022,4,11,November,5,Friday,0,0,2023,4
20221126,2022-11-26,2022,4,11,November,6,Saturday,1,0,2023,4
20221127,2022-11-27,2022,4,11,November,7,Sunday,1,0,2023,4
20221128,2022-11-28,2022,4,11,November,1,Monday,0,0,2023,4
20221129,2022-11-29,2022,4,11,November,2,Tuesday,0,0,2023,4
20221130,2022-11-30,2022,4,11,November,3,Wednesday,0,0,2023,4
20221201,2022-12-01,2022,4,12,December,4,Thursday,0,0,2023,4
20221202,2022-12-02,2022,4,12,December,5,Friday,0,0,2023,4
20221203,2022-12-03,2022,4,12,December,6,Saturday,1,0,2023,4
20221204,2022-12-04,2022,4,12,December,7,Sunday,1,0,2023,4
20221205,2022-12-05,2022,4,12,December,1,Monday,0,0,2023,4
20221206,2022-12-06,2022,4,12,December,2,Tuesday,0,0,2023,4
20221207,2022-12-07,2022,4,12,December,3,Wednesday,0,0,2023,4
20221208,2022-12-08,2022,4,12,December,4,Thursday,0,0,2023,4
20221209,2022-12-09,2022,4,12,December,5,Friday,0,0,2023,4
20221210,2022-12-10,2022,4,12,December,6,Saturday,1,0,2023,4
20221211,2022-12-11,2022,4,12,December,7,Sunday,1,0,2023,4
20221212,2022-12-12,2022,4,12,December,1,Monday,0,0,2023,4
20221213,2022-12-13,2022,4,12,December,2,Tuesday,0,0,2023,4
20221214,2022-12-14,2022,4,12,December,3,Wednesday,0,0,2023,4
20221215,2022-12-15,2022,4,12,December,4,Thursday,0,0,2023,4
20221216,2022-12-16,2022,4,12,December,5,Friday,0,0,2023,4
20221217,2022-12-17,2022,4,12,December,6,Saturday,1,0,2023,4
20221218,2022-12-18,2022,4,12,December,7,Sunday,1,0,2023,4
20221219,2022-12-19,2022,4,12,December,1,Monday,0,0,2023,4
20221220,2022-12-20,2022,4,12,December,2,Tuesday,0,0,2023,4
20221221,2022-12-21,2022,4,12,December,3,Wednesday,0,0,2023,4
20221222,2022-12-22,2022,4,12,December,4,Thursday,0,0,2023,4
20221223,2022-12-23,2022,4,12,December,5,Friday,0,0,2023,4
20221224,2022-12-24,2022,4,12,December,6,Saturday,1,0,2023,4
20221225,2022-12-25,2022,4,12,December,7,Sunday,1,0,2023,4
20221226,2022-12-26,2022,4,12,December,1,Monday,0,0,2023,4
20221227,2022-12-27,2022,4,12,December,2,Tuesday,0,0,2023,4
20221228,2022-12-28,2022,4,12,December,3,Wednesday,0,0,2023,4
20221229,2022-12-29,2022,4,12,December,4,Thursday,0,0,2023,4
20221230,2022-12-30,2022,4,12,December,5,Friday,0,0,2023,4
20221231,2022-12-31,2022,4,12,December,6,Saturday,1,0,2023,4
20230101,2023-01-01,2023,1,1,January,7,Sunday,1,0,2023,1
20230102,2023-01-02,2023,1,1,January,1,Monday,0,0,2023,1
20230103,2023-01-03,2023,1,1,January,2,Tuesday,0,0,2023,1
20230104,2023-01-04,2023,1,1,January,3,Wednesday,0,0,2023,1
20230105,2023-01-05,2023,1,1,January,4,Thursday,0,0,2023,1
20230106,2023-01-06,2023,1,1,January,5,Friday,0,0,2023,1
20230107,2023-01-07,2023,1,1,January,6,Saturday,1,0,2023,1
20230108,2023-01-08,2023,1,1,January,7,Sunday,1,0,2023,1
20230109,2023-01-09,2023,1,1,January,1,Monday,0,0,2023,1
20230110,2023-01-10,2023,1,1,January,2,Tuesday,0,0,2023,1
20230111,2023-01-11,2023,1,1,January,3,Wednesday,0,0,2023,1
20230112,2023-01-12,2023,1,1,January,4,Thursday,0,0,2023,1
20230113,2023-01-13,2023,1,1,January,5,Friday,0,0,2023,1
20230114,2023-01-14,2023,1,1,January,6,Saturday,1,0,2023,1
20230115,2023-01-15,2023,1,1,January,7,Sunday,1,0,2023,1
20230116,2023-01-16,2023,1,1,January,1,Monday,0,0,2023,1
20230117,2023-01-17,2023,1,1,January,2,Tuesday,0,0,2023,1
20230118,2023-01-18,2023,1,1,January,3,Wednesday,0,0,2023,1
20230119,2023-01-19,2023,1,1,January,4,Thursday,0,0,2023,1
20230120,2023-01-20,2023,1,1,January,5,Friday,0,0,2023,1
